STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping Abduction,Dacoity,Robbery,Arson,Hurt,Protection of Civil Rights (PCR) Act,Prevention of atrocities (POA) Act,Other Crimes Against STs
WEST BENGAL,UTTAR DINAJPUR,2007,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,TOTAL,2007,0,1,1,0,0,0,0,1,2,0
A & N ISLANDS,A and N ISLANDS,2007,0,0,0,0,0,0,0,0,0,1
A & N ISLANDS,TOTAL,2007,0,0,0,0,0,0,0,0,0,1
CHANDIGARH,CHANDIGARH,2007,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,TOTAL,2007,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,D and N HAVELI,2007,0,0,2,0,0,0,1,0,0,0
D & N HAVELI,TOTAL,2007,0,0,2,0,0,0,1,0,0,0
DAMAN & DIU,DAMAN,2007,0,1,0,0,0,0,0,0,0,2
DAMAN & DIU,DIU,2007,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,TOTAL,2007,0,1,0,0,0,0,0,0,0,2
DELHI,CENTRAL,2007,0,0,0,0,0,0,0,0,0,0
DELHI,EAST,2007,0,0,0,0,0,0,0,0,0,0
DELHI,GRP(RLY),2007,0,0,0,0,0,0,0,0,0,0
DELHI,IGI AIRPORT,2007,0,0,0,0,0,0,0,0,0,0
DELHI,NEW DELHI,2007,0,0,0,0,0,0,0,0,0,0
DELHI,NORTH,2007,0,0,0,0,0,0,0,0,0,0
DELHI,NORTH-EAST,2007,0,0,0,0,0,0,0,0,0,0
DELHI,NORTH-WEST,2007,0,0,0,0,0,0,0,0,0,0
DELHI,OUTER,2007,0,0,0,0,0,0,0,0,0,0
DELHI,SOUTH,2007,0,0,0,0,0,0,0,0,0,0
DELHI,SOUTH-WEST,2007,0,0,0,0,0,0,0,0,0,0
DELHI,STF,2007,0,0,0,0,0,0,0,0,0,0
DELHI,WEST,2007,0,0,0,0,0,0,0,0,0,0
DELHI,TOTAL,2007,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,LAKSHADWEEP,2007,0,1,0,0,0,0,0,0,0,0
LAKSHADWEEP,TOTAL,2007,0,1,0,0,0,0,0,0,0,0
PUDUCHERRY,KARAIKAL,2007,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,PONDICHERRY,2007,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,TOTAL,2007,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,2008,0,2,0,0,0,0,3,0,9,27
ANDHRA PRADESH,ANANTAPUR,2008,0,0,0,0,0,0,13,0,0,0
ANDHRA PRADESH,CHITTOOR,2008,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,CUDDAPAH,2008,0,0,0,0,0,0,1,0,1,2
ANDHRA PRADESH,CYBERABAD,2008,0,1,0,0,0,0,4,2,29,0
ANDHRA PRADESH,EAST GODAVARI,2008,0,0,0,0,0,0,3,0,2,4
ANDHRA PRADESH,GUNTAKAL RLY.,2008,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,2008,0,1,0,0,0,1,5,0,6,26
ANDHRA PRADESH,HYDERABAD CITY,2008,0,0,0,0,0,0,0,0,7,6
ANDHRA PRADESH,KARIMNAGAR,2008,1,2,1,0,0,0,0,0,9,7
ANDHRA PRADESH,KHAMMAM,2008,0,5,1,0,0,0,5,0,16,46
ANDHRA PRADESH,KRISHNA,2008,0,0,0,0,0,0,2,1,1,2
ANDHRA PRADESH,KURNOOL,2008,0,0,0,0,0,0,7,0,12,1
ANDHRA PRADESH,MAHABOOBNAGAR,2008,4,4,0,0,0,0,12,0,15,0
ANDHRA PRADESH,MEDAK,2008,0,0,0,0,0,0,1,0,5,5
ANDHRA PRADESH,NALGONDA,2008,0,3,0,0,0,0,8,0,72,61
ANDHRA PRADESH,NELLORE,2008,1,2,0,0,0,0,11,0,10,41
ANDHRA PRADESH,NIZAMABAD,2008,0,2,0,0,0,0,0,0,3,5
ANDHRA PRADESH,PRAKASHAM,2008,0,0,0,0,0,0,9,0,1,7
ANDHRA PRADESH,RANGA REDDY,2008,0,1,0,0,0,0,4,0,14,11
ANDHRA PRADESH,SECUNDERABAD RLY.,2008,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,2008,0,0,0,0,0,0,3,0,6,2
ANDHRA PRADESH,VIJAYAWADA CITY,2008,1,1,0,0,0,1,22,0,0,11
ANDHRA PRADESH,VIJAYAWADA RLY.,2008,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHA RURAL,2008,0,0,0,0,0,0,0,0,17,0
ANDHRA PRADESH,VISAKHAPATNAM,2008,0,0,0,0,0,0,0,0,0,10
ANDHRA PRADESH,VIZIANAGARAM,2008,0,0,0,0,0,0,0,2,4,0
ANDHRA PRADESH,WARANGAL,2008,0,12,0,0,0,0,9,0,19,26
ANDHRA PRADESH,WEST GODAVARI,2008,0,1,0,0,0,0,1,0,0,16
ANDHRA PRADESH,TOTAL,2008,7,37,2,0,0,2,123,5,258,316
ARUNACHAL PRADESH,CHANGLANG,2008,0,0,0,0,0,0,3,0,0,1
ARUNACHAL PRADESH,DIBANG VALLEY,2008,0,0,0,0,0,0,4,0,0,2
ARUNACHAL PRADESH,K/KUMEY,2008,0,0,0,0,0,0,3,0,0,2
ARUNACHAL PRADESH,KAMENG EAST,2008,0,0,0,0,0,0,3,0,0,2
ARUNACHAL PRADESH,KAMENG WEST,2008,0,0,0,0,0,0,0,0,0,2
ARUNACHAL PRADESH,LOHIT,2008,0,0,0,0,0,0,4,0,0,2
ARUNACHAL PRADESH,PAPUM PARE,2008,0,0,1,0,0,0,7,0,0,3
ARUNACHAL PRADESH,SIANG EAST,2008,0,0,1,0,0,0,4,0,0,2
ARUNACHAL PRADESH,SIANG UPPER,2008,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,SIANG WEST,2008,0,0,0,0,0,0,4,0,0,3
ARUNACHAL PRADESH,SUBANSIRI LOWER,2008,0,0,0,0,0,0,2,0,0,2
ARUNACHAL PRADESH,SUBANSIRI UPPER,2008,0,0,0,0,0,0,1,0,0,2
ARUNACHAL PRADESH,TAWANG,2008,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TIRAP,2008,0,0,0,0,0,0,3,0,0,0
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2008,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TOTAL,2008,0,0,2,0,0,0,38,0,0,23
ASSAM,BARPETA,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,BASKA,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,BONGAIGAON,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,C.I.D.,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,CHIRANG,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,DARRANG,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,DHEMAJI,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,DHUBRI,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,DIBRUGARH,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,G.R.P.,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,GOALPARA,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,GOLAGHAT,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,GUWAHATI CITY,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,HAILAKANDI,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,JORHAT,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,KARBI ANGLONG,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,KARIMGANJ,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,KOKRAJHAR,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,LAKHIMPUR,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,MORIGAON,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,N.C.HILLS,2008,3,0,0,0,0,0,0,0,0,0
ASSAM,NAGAON,2008,2,2,5,2,2,4,6,0,0,16
ASSAM,NALBARI,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,R.P.O.,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,2008,2,5,8,3,4,0,20,0,0,26
ASSAM,TINSUKIA,2008,0,0,0,0,0,0,0,0,0,0
ASSAM,UDALGURI,2008,0,0,0,0,0,3,0,0,0,17
ASSAM,TOTAL,2008,7,7,13,5,6,7,26,0,0,59
BIHAR,ARARIA,2008,1,1,0,0,0,1,7,0,3,0
BIHAR,ARWAL,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,AURANGABAD,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,BAGAHA,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,BANKA,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,BEGUSARAI,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,BETTIAH,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,BHABHUA,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,BHAGALPUR,2008,0,0,0,0,0,0,8,0,8,0
BIHAR,BHOJPUR,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,BUXAR,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,DARBHANGA,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,GAYA,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,GOPALGANJ,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,JAMALPUR RLY.,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,JAMUI,2008,0,0,0,0,1,0,1,0,1,0
BIHAR,JEHANABAD,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,KATIHAR,2008,0,0,0,0,0,0,0,0,12,0
BIHAR,KATIHAR RLY.,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,KISHANGANJ,2008,0,0,0,0,0,0,0,0,4,0
BIHAR,LAKHISARAI,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,MOTIHARI,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,MUNGER,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR RLY.,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,NALANDA,2008,0,0,0,0,0,0,0,0,0,14
BIHAR,NAUGACHIA,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,NAWADAH,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,PATNA,2008,0,0,0,0,0,0,0,0,3,3
BIHAR,PATNA RLY.,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,PURNEA,2008,0,0,0,0,0,0,1,0,7,7
BIHAR,ROHTAS,2008,0,0,0,0,0,0,0,0,4,0
BIHAR,SAHARSA,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEIKHPURA,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,SHEOHAR,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,SITAMARHI,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,2008,0,0,0,0,0,0,0,0,12,0
BIHAR,SUPAUL,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,VAISHALI,2008,0,0,0,0,0,0,0,0,0,0
BIHAR,TOTAL,2008,1,1,0,0,1,1,17,0,54,24
CHHATTISGARH,BALRAMPUR,2008,2,4,0,0,0,0,0,0,0,10
CHHATTISGARH,BILASPUR,2008,0,1,0,0,0,0,0,0,0,16
CHHATTISGARH,BIZAPUR,2008,0,0,0,0,0,0,0,0,0,1
CHHATTISGARH,DANTEWADA,2008,0,3,0,0,0,0,0,0,0,3
CHHATTISGARH,DHAMTARI,2008,1,4,0,0,0,0,2,0,0,16
CHHATTISGARH,DURG,2008,0,5,0,0,0,0,0,0,0,9
CHHATTISGARH,GRP RAIPUR,2008,0,0,0,0,0,0,0,0,0,1
CHHATTISGARH,JAGDALPUR,2008,5,17,0,0,0,0,3,0,0,33
CHHATTISGARH,JANJGIR,2008,1,1,0,0,0,0,0,0,0,26
CHHATTISGARH,JASHPUR,2008,2,3,0,0,0,0,0,0,0,10
CHHATTISGARH,KABIRDHAM,2008,0,3,0,0,0,0,0,0,0,25
CHHATTISGARH,KANKER,2008,0,2,0,0,0,0,0,0,0,10
CHHATTISGARH,KORBA,2008,1,4,0,0,0,0,0,0,0,11
CHHATTISGARH,KORIYA,2008,3,6,0,0,0,0,1,0,0,9
CHHATTISGARH,MAHASAMUND,2008,0,1,0,0,0,0,0,0,0,4
CHHATTISGARH,NARAYANPUR,2008,0,0,0,0,0,0,0,0,0,1
CHHATTISGARH,RAIGARH,2008,1,5,0,0,0,0,0,0,0,18
CHHATTISGARH,RAIPUR,2008,0,5,0,0,0,0,3,0,1,16
CHHATTISGARH,RAJNANDGAON,2008,1,10,0,0,0,0,3,0,0,30
CHHATTISGARH,SARGUJA,2008,0,18,0,0,0,0,0,0,0,29
CHHATTISGARH,SURAJPUR,2008,0,8,0,0,0,1,2,0,0,13
CHHATTISGARH,TOTAL,2008,17,100,0,0,0,1,14,0,1,291
GOA,NORTH GOA,2008,0,0,0,0,0,0,0,0,0,1
GOA,SOUTH GOA,2008,0,0,0,0,0,0,0,0,0,0
GOA,TOTAL,2008,0,0,0,0,0,0,0,0,0,1
GUJARAT,AHMEDABAD COMMR.,2008,0,0,1,0,0,0,0,0,2,0
GUJARAT,AHMEDABAD RURAL,2008,0,0,1,0,0,0,1,0,2,2
GUJARAT,AHWA-DANG,2008,0,0,0,0,0,0,0,0,0,1
GUJARAT,AMRELI,2008,0,0,0,0,0,0,0,0,0,0
GUJARAT,ANAND,2008,0,1,0,0,0,0,0,0,1,0
GUJARAT,BHARUCH,2008,0,5,2,0,0,0,12,0,12,3
GUJARAT,BHAVNAGAR,2008,0,1,0,0,0,0,0,0,0,1
GUJARAT,DAHOD,2008,0,1,2,0,0,0,2,0,1,0
GUJARAT,GANDHINAGAR,2008,0,1,0,0,0,0,1,0,0,1
GUJARAT,HIMATNAGAR,2008,0,0,0,1,0,0,0,0,0,4
GUJARAT,JAMNAGAR,2008,0,1,0,0,0,0,0,0,0,1
GUJARAT,JUNAGADH,2008,0,0,1,0,0,0,1,0,0,0
GUJARAT,KHEDA NORTH,2008,0,0,0,0,0,0,4,0,2,0
GUJARAT,KUTCH,2008,0,0,0,0,0,0,1,0,0,0
GUJARAT,MEHSANA,2008,0,2,0,0,0,0,1,0,0,2
GUJARAT,NARMADA,2008,0,0,1,0,0,0,1,0,0,8
GUJARAT,NAVSARI,2008,0,1,0,0,0,1,2,0,5,1
GUJARAT,PALANPUR,2008,0,3,1,0,0,0,6,0,29,0
GUJARAT,PANCHMAHAL,2008,0,1,0,0,0,0,2,0,0,5
GUJARAT,PATAN,2008,0,2,0,0,1,0,2,0,0,3
GUJARAT,PORBANDAR,2008,0,0,0,0,0,0,0,0,0,1
GUJARAT,RAJKOT COMMR.,2008,0,1,0,0,0,0,0,0,0,0
GUJARAT,RAJKOT RURAL,2008,0,3,1,0,0,0,0,0,0,0
GUJARAT,SURAT COMMR.,2008,1,0,0,0,0,0,0,1,4,0
GUJARAT,SURAT RURAL,2008,0,1,0,0,0,0,2,0,1,11
GUJARAT,SURENDRANAGAR,2008,0,1,0,1,0,0,1,0,0,0
GUJARAT,TAPI,2008,0,0,1,0,0,0,2,0,0,1
GUJARAT,VADODARA COMMR.,2008,0,1,0,1,0,0,0,0,1,1
GUJARAT,VADODARA RURAL,2008,3,0,1,0,0,0,1,0,6,18
GUJARAT,VALSAD,2008,0,0,1,0,0,0,1,0,0,0
GUJARAT,W.RLY,2008,1,0,0,0,0,0,0,0,0,0
GUJARAT,TOTAL,2008,5,26,13,3,1,1,43,1,66,64
HARYANA,AMBALA,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,BHIWANI,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,FARIDABAD,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,FATEHABAD,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,GRP,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,GURGAON,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,HISSAR,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,JHAJJAR,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,JIND,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,KAITHAL,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,KARNAL,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,KURUKSHETRA,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,MAHENDRAGARH,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,MEWAT,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,PALWAL,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,PANCHKULA,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,PANIPAT,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,REWARI,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,ROHTAK,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,SIRSA,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,SONIPAT,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,YAMUNANAGAR,2008,0,0,0,0,0,0,0,0,0,0
HARYANA,TOTAL,2008,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,BILASPUR,2008,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,CHAMBA,2008,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,G.R.P.,2008,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2008,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,KANGRA,2008,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,KINNAUR,2008,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,KULLU,2008,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,LAHAUL-SPITI,2008,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,MANDI,2008,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,SHIMLA,2008,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,SIRMAUR,2008,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,SOLAN,2008,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,UNA,2008,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,TOTAL,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,ANANTNAG,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,AWANTIPORA,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BANDIPORA,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BUDGAM,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME JAMMU,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,GANDERBAL,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,HANDWARA,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,JAMMU,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KARGIL,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KATHUA,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KISHTWAR,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KULGAM,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KUPWARA,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,LEH,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,POONCH,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,PULWAMA,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAILWAYS,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAJOURI,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAMBAN,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,REASI,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,SAMBA,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,SHOPIAN,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,SRINAGAR,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,UDHAMPUR,2008,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,TOTAL,2008,0,0,0,0,0,0,0,0,0,0
JHARKHAND,BOKARO,2008,0,0,0,0,0,0,0,0,0,4
JHARKHAND,CHAIBASA,2008,0,0,0,0,0,0,0,0,6,6
JHARKHAND,CHATRA,2008,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DEOGHAR,2008,0,0,0,0,0,0,0,0,8,0
JHARKHAND,DHANBAD,2008,0,1,0,0,0,0,1,0,5,3
JHARKHAND,DHANBAD RLY.,2008,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DUMKA,2008,0,6,0,0,0,0,9,0,24,9
JHARKHAND,GARHWA,2008,0,0,0,0,0,0,0,0,2,2
JHARKHAND,GIRIDIH,2008,1,0,0,0,0,0,0,0,0,0
JHARKHAND,GODDA,2008,0,0,0,0,0,0,0,0,0,0
JHARKHAND,GUMLA,2008,0,5,0,0,0,0,0,0,9,6
JHARKHAND,HAZARIBAGH,2008,0,0,0,0,0,0,10,0,13,3
JHARKHAND,JAMSHEDPUR,2008,3,0,0,0,0,0,5,0,6,5
JHARKHAND,JAMSHEDPUR RLY.,2008,0,0,0,0,0,0,0,0,0,0
JHARKHAND,JAMTARA,2008,0,1,0,0,0,0,6,0,2,0
JHARKHAND,KHUNTI,2008,0,0,0,0,0,0,0,0,1,0
JHARKHAND,KODERMA,2008,0,0,0,0,0,0,0,0,0,0
JHARKHAND,LATEHAR,2008,0,0,1,0,0,0,7,0,8,0
JHARKHAND,LOHARDAGGA,2008,0,0,0,0,0,0,0,0,5,0
JHARKHAND,PAKUR,2008,0,0,1,0,0,0,3,0,9,5
JHARKHAND,PALAMU,2008,0,0,0,0,0,0,0,0,0,0
JHARKHAND,RAMGARH,2008,0,0,0,0,0,0,3,0,0,1
JHARKHAND,RANCHI,2008,0,0,0,0,0,0,0,0,1,0
JHARKHAND,SAHEBGANJ,2008,0,4,3,1,0,1,6,0,4,4
JHARKHAND,SARAIKELA,2008,0,1,0,0,0,0,0,0,1,0
JHARKHAND,SIMDEGA,2008,0,0,0,0,0,0,0,0,0,0
JHARKHAND,TOTAL,2008,4,18,5,1,0,1,50,0,104,48
KARNATAKA,BAGALKOT,2008,0,1,0,0,0,0,3,0,8,5
KARNATAKA,BANGALORE COMMR.,2008,0,0,0,0,0,0,2,0,0,0
KARNATAKA,BANGALORE RURAL,2008,0,0,0,0,0,0,3,0,0,0
KARNATAKA,BELGAUM,2008,2,3,0,0,0,0,0,0,16,0
KARNATAKA,BELLARY,2008,0,0,0,0,0,0,0,0,21,21
KARNATAKA,BIDAR,2008,0,0,0,0,0,0,0,0,2,2
KARNATAKA,BIJAPUR,2008,0,0,0,0,0,0,4,0,11,7
KARNATAKA,CBPURA,2008,0,0,0,0,0,0,0,0,0,0
KARNATAKA,CHAMARAJNAGAR,2008,0,0,0,0,0,0,0,0,0,0
KARNATAKA,CHICKMAGALUR,2008,0,1,0,0,0,0,0,0,0,0
KARNATAKA,CHITRADURGA,2008,0,1,0,0,0,0,1,0,8,6
KARNATAKA,DAKSHIN KANNADA,2008,0,0,0,0,0,0,0,0,2,2
KARNATAKA,DAVANAGERE,2008,0,0,0,0,0,0,0,0,14,14
KARNATAKA,DHARWAD COMMR.,2008,0,0,0,0,0,0,0,0,1,1
KARNATAKA,DHARWAD RURAL,2008,0,0,0,0,0,0,0,0,11,11
KARNATAKA,GADAG,2008,0,0,0,0,0,0,0,0,0,0
KARNATAKA,GULBARGA,2008,0,0,0,0,0,0,0,0,0,0
KARNATAKA,HASSAN,2008,0,0,0,0,0,0,0,0,0,0
KARNATAKA,HAVERI,2008,0,0,0,0,0,0,0,0,13,16
KARNATAKA,K.G.F.,2008,0,0,0,0,0,0,0,0,0,0
KARNATAKA,KODAGU,2008,0,0,0,0,0,0,2,0,0,1
KARNATAKA,KOLAR,2008,1,0,0,0,0,0,0,0,11,11
KARNATAKA,KOPPAL,2008,0,0,0,0,0,0,0,0,0,0
KARNATAKA,MANDYA,2008,0,0,0,0,0,0,0,0,0,27
KARNATAKA,MYSORE COMMR.,2008,0,0,0,0,0,0,0,0,12,0
KARNATAKA,MYSORE RURAL,2008,0,0,0,0,0,0,0,0,0,0
KARNATAKA,RAICHUR,2008,0,0,0,0,0,0,0,0,14,0
KARNATAKA,RAILWAYS,2008,0,0,0,0,0,0,0,0,0,0
KARNATAKA,RAMANAGAR,2008,0,0,0,0,0,0,1,0,0,0
KARNATAKA,SHIMOGA,2008,0,0,0,0,0,0,0,0,8,11
KARNATAKA,TUMKUR,2008,0,0,0,0,0,0,0,0,4,4
KARNATAKA,UDUPI,2008,0,0,0,0,0,0,0,0,16,26
KARNATAKA,UTTAR KANNADA,2008,0,0,0,0,0,0,0,0,0,38
KARNATAKA,TOTAL,2008,3,6,0,0,0,0,16,0,172,203
KERALA,ALAPUZHA,2008,0,0,0,0,0,0,0,0,0,0
KERALA,ERNAKULAM COMMR.,2008,0,0,0,0,0,0,0,0,0,0
KERALA,ERNAKULAM RURAL,2008,0,1,0,0,0,0,0,0,0,0
KERALA,IDUKKI,2008,0,1,0,0,0,0,2,0,1,5
KERALA,KANNUR,2008,0,2,0,0,0,0,7,0,0,3
KERALA,KASARGOD,2008,0,3,0,0,0,0,3,0,0,12
KERALA,KOLLAM,2008,0,0,0,0,0,0,0,0,0,2
KERALA,KOTTAYAM,2008,0,2,0,0,0,0,0,0,0,0
KERALA,KOZHIKODE COMMR.,2008,0,0,0,0,0,0,0,0,0,0
KERALA,KOZHIKODE RURAL,2008,0,1,0,0,0,0,1,0,0,2
KERALA,MALAPPURAM,2008,0,1,1,0,0,0,0,0,0,1
KERALA,PALAKKAD,2008,1,4,0,0,0,0,0,0,0,5
KERALA,PATHANAMTHITTA,2008,0,1,0,0,0,0,0,0,0,0
KERALA,RAILWAYS,2008,0,0,0,0,0,0,0,0,0,0
KERALA,THRISSUR,2008,0,0,0,0,0,0,1,0,0,1
KERALA,TRIVANDRUM COMMR.,2008,0,0,0,0,0,0,1,0,0,1
KERALA,TRIVANDRUM RURAL,2008,0,0,0,0,0,0,2,0,0,1
